2017-01-05 22:02:00,2017-01-02 11:58:35,81
2017-01-05 22:02:00,2017-01-02 11:59:35,81
2017-01-05 22:02:00,2017-01-02 12:00:35,41
2017-01-05 22:02:00,2017-01-02 12:01:35,41
2017-01-05 22:02:00,2017-01-02 12:02:35,41
2017-01-05 22:02:00,2017-01-02 12:03:35,41
2017-01-05 22:02:00,2017-01-02 12:04:35,41
2017-01-05 22:02:00,2017-01-02 12:05:35,41
2017-01-05 22:02:00,2017-01-02 12:06:35,41
2017-01-05 22:02:00,2017-01-02 12:07:35,41
2017-01-05 22:02:00,2017-01-02 12:08:35,41
2017-01-05 22:02:00,2017-01-02 12:09:35,41
2017-01-05 22:02:00,2017-01-02 12:10:35,41
2017-01-05 22:02:00,2017-01-02 12:11:35,41
2017-01-05 22:02:00,2017-01-02 12:12:35,41
2017-01-05 22:02:00,2017-01-02 12:13:35,41
2017-01-05 22:02:00,2017-01-02 12:14:35,41
2017-01-05 22:02:00,2017-01-02 12:15:35,41
2017-01-05 22:02:00,2017-01-02 12:16:35,41
2017-01-05 22:02:00,2017-01-02 12:17:35,42
2017-01-05 22:02:00,2017-01-02 12:18:35,42
2017-01-05 22:02:00,2017-01-02 12:19:35,42
2017-01-05 22:02:00,2017-01-02 12:20:35,42
2017-01-05 22:02:00,2017-01-02 12:21:35,42
2017-01-05 22:02:00,2017-01-02 12:22:35,42
2017-01-05 22:02:00,2017-01-02 12:23:35,42
2017-01-05 22:02:00,2017-01-02 12:24:35,42
2017-01-05 22:02:00,2017-01-02 12:25:35,42
2017-01-05 22:02:00,2017-01-02 12:26:35,42
2017-01-05 22:02:00,2017-01-02 12:27:35,42
2017-01-05 22:02:00,2017-01-02 12:28:35,42
2017-01-05 22:02:00,2017-01-02 12:29:35,42
2017-01-05 22:02:00,2017-01-02 12:30:35,42
2017-01-05 22:02:00,2017-01-02 12:31:35,42
2017-01-05 22:02:00,2017-01-02 12:32:35,42
2017-01-05 22:02:00,2017-01-02 12:33:35,42
2017-01-05 22:02:00,2017-01-02 12:34:35,42
2017-01-05 22:02:00,2017-01-02 12:35:35,42
2017-01-05 22:02:00,2017-01-02 12:36:35,42
2017-01-05 22:02:00,2017-01-02 12:37:35,42
2017-01-05 22:02:00,2017-01-02 12:38:35,42
2017-01-05 22:02:00,2017-01-02 12:39:35,42
2017-01-05 22:02:00,2017-01-02 12:40:35,42
2017-01-05 22:02:00,2017-01-02 12:41:35,42
2017-01-05 22:02:00,2017-01-02 12:42:35,42
2017-01-05 22:02:00,2017-01-02 12:43:35,42
2017-01-05 22:02:00,2017-01-02 12:44:35,42
2017-01-05 22:02:00,2017-01-02 12:45:35,42
2017-01-05 22:02:00,2017-01-02 12:46:35,42
2017-01-05 22:02:00,2017-01-02 12:47:35,42
2017-01-05 22:03:00,2017-01-02 12:48:35,42
2017-01-05 22:03:00,2017-01-02 12:49:35,42
2017-01-05 22:03:00,2017-01-02 12:50:35,42
2017-01-05 22:03:00,2017-01-02 12:51:35,42
2017-01-05 22:03:00,2017-01-02 12:52:35,42
2017-01-05 22:03:00,2017-01-02 12:53:35,43
2017-01-05 22:03:00,2017-01-02 12:54:35,43
2017-01-05 22:03:00,2017-01-02 12:55:35,43
2017-01-05 22:03:00,2017-01-02 12:56:35,43
2017-01-05 22:03:00,2017-01-02 12:57:35,43
2017-01-05 22:03:00,2017-01-02 12:58:35,43
2017-01-05 22:03:00,2017-01-02 12:59:35,43
2017-01-05 22:03:00,2017-01-02 13:00:35,43
2017-01-05 22:03:00,2017-01-02 13:01:35,44
2017-01-05 22:03:00,2017-01-02 13:02:35,44
2017-01-05 22:03:00,2017-01-02 13:03:35,45
2017-01-05 22:03:00,2017-01-02 13:04:35,45
2017-01-05 22:03:00,2017-01-02 13:05:35,47
2017-01-05 22:03:00,2017-01-02 13:06:35,48
2017-01-05 22:03:00,2017-01-02 13:07:35,48
2017-01-05 22:03:00,2017-01-02 13:08:35,49
2017-01-05 22:03:00,2017-01-02 13:09:35,50
2017-01-05 22:03:00,2017-01-02 13:10:35,50
2017-01-05 22:03:00,2017-01-02 13:11:35,50
2017-01-05 22:03:00,2017-01-02 13:12:35,51
2017-01-05 22:03:00,2017-01-02 13:13:35,52
2017-01-05 22:03:00,2017-01-02 13:14:35,52
2017-01-05 22:03:00,2017-01-02 13:15:35,52
2017-01-05 22:03:00,2017-01-02 13:16:35,52
2017-01-05 22:03:00,2017-01-02 13:17:35,52
2017-01-05 22:03:00,2017-01-02 13:18:35,52
2017-01-05 22:03:00,2017-01-02 13:19:35,52
2017-01-05 22:03:00,2017-01-02 13:20:35,52
2017-01-05 22:03:00,2017-01-02 13:21:35,49
2017-01-05 22:03:00,2017-01-02 13:22:35,49
2017-01-05 22:03:00,2017-01-02 13:23:35,49
2017-01-05 22:03:00,2017-01-02 13:24:35,49
2017-01-05 22:03:00,2017-01-02 13:25:35,49
2017-01-05 22:03:00,2017-01-02 13:26:35,49
2017-01-05 22:03:00,2017-01-02 13:27:35,50
2017-01-05 22:03:00,2017-01-02 13:28:35,50
2017-01-05 22:03:00,2017-01-02 13:29:35,50
2017-01-05 22:03:00,2017-01-02 13:30:35,50
2017-01-05 22:03:00,2017-01-02 13:31:35,50
2017-01-05 22:03:00,2017-01-02 13:32:35,50
2017-01-05 22:03:00,2017-01-02 13:33:35,51
2017-01-05 22:03:00,2017-01-02 13:34:35,51
2017-01-05 22:03:00,2017-01-02 13:35:35,51
2017-01-05 22:03:00,2017-01-02 13:36:35,51
2017-01-05 22:03:00,2017-01-02 13:37:35,51
2017-01-05 22:03:00,2017-01-02 13:38:35,51
2017-01-05 22:03:00,2017-01-02 13:39:35,51
2017-01-05 22:03:00,2017-01-02 13:40:35,51
2017-01-05 22:03:00,2017-01-02 13:41:35,52
2017-01-05 22:03:00,2017-01-02 13:42:35,52
2017-01-05 22:03:00,2017-01-02 13:43:35,52
2017-01-05 22:03:00,2017-01-02 13:44:35,52
2017-01-05 22:03:00,2017-01-02 13:45:35,52
2017-01-05 22:03:00,2017-01-02 13:46:35,52
2017-01-05 22:03:00,2017-01-02 13:47:35,52
2017-01-05 22:03:00,2017-01-02 13:48:35,53
2017-01-05 22:03:00,2017-01-02 13:49:35,54
2017-01-05 22:03:00,2017-01-02 13:50:35,54
2017-01-05 22:03:00,2017-01-02 13:51:35,54
2017-01-05 22:03:00,2017-01-02 13:52:35,54
2017-01-05 22:03:00,2017-01-02 13:53:35,54
2017-01-05 22:03:00,2017-01-02 13:54:35,55
2017-01-05 22:03:00,2017-01-02 13:55:35,55
2017-01-05 22:03:00,2017-01-02 13:56:35,55
2017-01-05 22:03:00,2017-01-02 13:57:35,55
2017-01-05 22:03:00,2017-01-02 13:58:35,55
2017-01-05 22:03:00,2017-01-02 13:59:35,55
2017-01-05 22:03:00,2017-01-02 14:00:35,55
2017-01-05 22:03:00,2017-01-02 14:01:35,56
2017-01-05 22:03:00,2017-01-02 14:02:35,56
2017-01-05 22:03:00,2017-01-02 14:03:35,56
2017-01-05 22:03:00,2017-01-02 14:04:35,56
2017-01-05 22:03:00,2017-01-02 14:05:35,57
2017-01-05 22:03:00,2017-01-02 14:06:35,57
2017-01-05 22:03:00,2017-01-02 14:07:35,57
2017-01-05 22:03:00,2017-01-02 14:08:35,57
2017-01-05 22:03:00,2017-01-02 14:09:35,57
2017-01-05 22:03:00,2017-01-02 14:10:35,57
2017-01-05 22:03:00,2017-01-02 14:11:35,58
2017-01-05 22:03:00,2017-01-02 14:12:35,58
2017-01-05 22:03:00,2017-01-02 14:13:35,58
2017-01-05 22:03:00,2017-01-02 14:14:35,58
2017-01-05 22:03:00,2017-01-02 14:15:35,59
