2017-07-01 00:01:00,2017-06-30 19:59:00,47
2017-07-01 00:01:00,2017-06-30 20:00:00,47
2017-07-01 00:01:00,2017-06-30 20:01:23,47
2017-07-01 00:02:00,2017-06-30 20:02:11,47
2017-07-01 00:03:00,2017-06-30 20:02:59,47
2017-07-01 00:03:00,2017-06-30 20:03:47,47
2017-07-01 00:04:00,2017-06-30 20:04:35,47
2017-07-01 00:05:00,2017-06-30 20:05:23,47
2017-07-01 00:06:00,2017-06-30 20:06:11,47
2017-07-01 00:07:00,2017-06-30 20:06:59,49
2017-07-01 00:08:00,2017-06-30 20:08:35,49
2017-07-01 00:09:00,2017-06-30 20:09:23,50
2017-07-01 00:10:00,2017-06-30 20:10:11,50
2017-07-01 00:11:00,2017-06-30 20:10:59,50
2017-07-01 00:11:00,2017-06-30 20:11:47,51
2017-07-01 00:13:00,2017-06-30 20:13:23,51
2017-07-01 00:14:00,2017-06-30 20:14:11,52
2017-07-01 00:15:00,2017-06-30 20:14:59,52
2017-07-01 00:15:00,2017-06-30 20:15:47,52
2017-07-01 00:16:00,2017-06-30 20:16:35,52
2017-07-01 00:17:00,2017-06-30 20:17:23,52
2017-07-01 00:18:00,2017-06-30 20:18:11,52
2017-07-01 00:19:00,2017-06-30 20:18:59,52
2017-07-01 00:19:00,2017-06-30 20:19:47,52
2017-07-01 00:20:00,2017-06-30 20:20:35,52
2017-07-01 00:21:00,2017-06-30 20:21:23,52
2017-07-01 00:22:00,2017-06-30 20:22:11,52
2017-07-01 00:23:00,2017-06-30 20:22:59,52
2017-07-01 00:23:00,2017-06-30 20:23:47,52
2017-07-01 00:24:00,2017-06-30 20:24:35,53
2017-07-01 00:25:00,2017-06-30 20:25:23,53
2017-07-01 00:26:00,2017-06-30 20:26:11,53
2017-07-01 00:27:00,2017-06-30 20:26:59,53
2017-07-01 00:27:00,2017-06-30 20:27:47,54
2017-07-01 00:28:00,2017-06-30 20:28:35,54
2017-07-01 00:29:00,2017-06-30 20:29:23,54
2017-07-01 00:30:00,2017-06-30 20:30:11,54
2017-07-01 00:31:00,2017-06-30 20:30:59,54
2017-07-01 00:31:00,2017-06-30 20:31:47,54
2017-07-01 00:32:00,2017-06-30 20:32:35,55
2017-07-01 00:33:00,2017-06-30 20:33:23,55
2017-07-01 00:34:00,2017-06-30 20:34:11,55
2017-07-01 00:35:00,2017-06-30 20:34:59,55
2017-07-01 00:35:00,2017-06-30 20:35:47,55
2017-07-01 00:36:00,2017-06-30 20:36:35,55
2017-07-01 00:37:00,2017-06-30 20:37:23,55
2017-07-01 00:38:00,2017-06-30 20:38:11,56
2017-07-01 00:39:00,2017-06-30 20:38:59,56
2017-07-01 00:39:00,2017-06-30 20:39:47,56
2017-07-01 00:40:00,2017-06-30 20:40:35,56
2017-07-01 00:41:00,2017-06-30 20:41:23,57
2017-07-01 00:42:00,2017-06-30 20:42:11,57
2017-07-01 00:43:00,2017-06-30 20:42:59,57
2017-07-01 00:43:00,2017-06-30 20:43:47,57
2017-07-01 00:44:00,2017-06-30 20:44:35,57
2017-07-01 00:45:00,2017-06-30 20:45:23,57
2017-07-01 00:46:00,2017-06-30 20:46:11,57
2017-07-01 00:47:00,2017-06-30 20:46:59,56
2017-07-01 00:47:00,2017-06-30 20:47:47,56
2017-07-01 00:48:00,2017-06-30 20:48:35,56
2017-07-01 00:49:00,2017-06-30 20:49:23,56
2017-07-01 00:50:00,2017-06-30 20:50:11,56
2017-07-01 00:51:00,2017-06-30 20:50:59,56
2017-07-01 00:51:00,2017-06-30 20:51:47,56
2017-07-01 00:52:00,2017-06-30 20:52:35,56
2017-07-01 00:53:00,2017-06-30 20:53:23,56
